"ROI_TOTAL.Photons.s","MEAN.Photons.s.cm.2.sr","AREA.Pixels..cm.2","Treatment","Site","Group","Mouse_number","day","exp","Mouse"
2068640.4,52538.43,3.133,"infected","Salivary Gland","3D","5",3,16,"3D-5"
570780.19,3195.9363,14.21,"infected","Body","3D","1",3,16,"3D-1"
536384.69,3003.3477,14.21,"infected","Body","3D","2",3,16,"3D-2"
526535,2948.1968,14.21,"infected","Body","3D","3",3,16,"3D-3"
540277.06,3025.1418,14.21,"infected","Body","3D","4",3,16,"3D-4"
485550.63,2718.7153,14.21,"infected","Body","3D","5",3,16,"3D-5"
319635.56,8117.9653,3.133,"infected","Salivary Gland","4D","1",3,16,"4D-1"
2492681,63308.027,3.133,"infected","Salivary Gland","4D","2",3,16,"4D-2"
505084.28,12827.911,3.133,"infected","Salivary Gland","4D","3",3,16,"4D-3"
169935.11,4315.938,3.133,"infected","Salivary Gland","4D","4",3,16,"4D-4"
443193.34,11256.033,3.133,"infected","Salivary Gland","4D","5",3,16,"4D-5"
491373.53,2751.3191,14.21,"infected","Body","4D","1",3,16,"4D-1"
526584.25,2948.4727,14.21,"infected","Body","4D","2",3,16,"4D-2"
523663.81,2932.1204,14.21,"infected","Body","4D","3",3,16,"4D-3"
517106.34,2895.4036,14.21,"infected","Body","4D","4",3,16,"4D-4"
533880.81,2989.3276,14.21,"infected","Body","4D","5",3,16,"4D-5"
65111.406,1653.6713,3.133,"control","Salivary Gland","3C","1",4,16,"3C-1"
73796.516,1874.2518,3.133,"control","Salivary Gland","3C","2",4,16,"3C-2"
51398.438,1305.3953,3.133,"control","Salivary Gland","3C","3",4,16,"3C-3"
65288.332,1658.1648,3.133,"control","Salivary Gland","3C","4",4,16,"3C-4"
66806.766,1696.7294,3.133,"control","Salivary Gland","3C","5",4,16,"3C-5"
326334.16,1827.2238,14.21,"control","Body","3C","1",4,16,"3C-1"
248880.41,1393.5415,14.21,"control","Body","3C","2",4,16,"3C-2"
263128.66,1473.3208,14.21,"control","Body","3C","3",4,16,"3C-3"
247473.97,1385.6665,14.21,"control","Body","3C","4",4,16,"3C-4"
233001.75,1304.6332,14.21,"control","Body","3C","5",4,16,"3C-5"
74705.781,1897.3451,3.133,"control","Salivary Gland","4C","1",4,16,"4C-1"
67026.25,1702.3036,3.133,"control","Salivary Gland","4C","2",4,16,"4C-2"
62636.668,1590.819,3.133,"control","Salivary Gland","4C","3",4,16,"4C-3"
58063.438,1474.67,3.133,"control","Salivary Gland","4C","4",4,16,"4C-4"
59107.082,1501.176,3.133,"control","Salivary Gland","4C","5",4,16,"4C-5"
377289.16,2112.5332,14.21,"control","Body","4C","1",4,16,"4C-1"
357168.72,1999.874,14.21,"control","Body","4C","2",4,16,"4C-2"
379179.38,2123.1169,14.21,"control","Body","4C","3",4,16,"4C-3"
356841.75,1998.0433,14.21,"control","Body","4C","4",4,16,"4C-4"
305685.22,1711.6053,14.21,"control","Body","4C","5",4,16,"4C-5"
687153.44,17452.025,3.133,"infected","Salivary Gland","3D","1",4,16,"3D-1"
451164.06,11458.469,3.133,"infected","Salivary Gland","3D","2",4,16,"3D-2"
471600.25,11977.499,3.133,"infected","Salivary Gland","3D","3",4,16,"3D-3"
802928.63,20392.434,3.133,"infected","Salivary Gland","3D","4",4,16,"3D-4"
1245105.3,31622.645,3.133,"infected","Salivary Gland","3D","5",4,16,"3D-5"
479414.13,2684.3557,14.21,"infected","Body","3D","1",4,16,"3D-1"
527878.75,2955.7207,14.21,"infected","Body","3D","2",4,16,"3D-2"
738757.88,4136.4844,14.21,"infected","Body","3D","3",4,16,"3D-3"
444198.97,2487.1775,14.21,"infected","Body","3D","4",4,16,"3D-4"
419765.06,2350.3662,14.21,"infected","Body","3D","5",4,16,"3D-5"
264987.5,6730.0376,3.133,"infected","Salivary Gland","4D","1",4,16,"4D-1"
2348122.5,59636.598,3.133,"infected","Salivary Gland","4D","2",4,16,"4D-2"
649783.75,16502.926,3.133,"infected","Salivary Gland","4D","3",4,16,"4D-3"
193345.47,4910.5044,3.133,"infected","Salivary Gland","4D","4",4,16,"4D-4"
623491,15835.154,3.133,"infected","Salivary Gland","4D","5",4,16,"4D-5"
397481.25,2225.5935,14.21,"infected","Body","4D","1",4,16,"4D-1"
352716.44,1974.9446,14.21,"infected","Body","4D","2",4,16,"4D-2"
426954.16,2390.6196,14.21,"infected","Body","4D","3",4,16,"4D-3"
446319.84,2499.0527,14.21,"infected","Body","4D","4",4,16,"4D-4"
356828.31,1997.968,14.21,"infected","Body","4D","5",4,16,"4D-5"
40832.082,1037.0355,3.133,"control","Salivary Gland","3C","1",5,16,"3C-1"
54522.656,1384.7427,3.133,"control","Salivary Gland","3C","2",5,16,"3C-2"
61772.184,1568.8632,3.133,"control","Salivary Gland","3C","3",5,16,"3C-3"
45450.102,1154.322,3.133,"control","Salivary Gland","3C","4",5,16,"3C-4"
47752.395,1212.7947,3.133,"control","Salivary Gland","3C","5",5,16,"3C-5"
260409.78,1458.0973,14.21,"control","Body","3C","1",5,16,"3C-1"
249337.3,1396.0997,14.21,"control","Body","3C","2",5,16,"3C-2"
240060.92,1344.1592,14.21,"control","Body","3C","3",5,16,"3C-3"
259460.19,1452.7804,14.21,"control","Body","3C","4",5,16,"3C-4"
223859.78,1253.4451,14.21,"control","Body","3C","5",5,16,"3C-5"
69324.063,1760.6624,3.133,"control","Salivary Gland","4C","1",5,16,"4C-1"
58493.438,1485.5909,3.133,"control","Salivary Gland","4C","2",5,16,"4C-2"
62699.375,1592.4115,3.133,"control","Salivary Gland","4C","3",5,16,"4C-3"
62372.395,1584.1071,3.133,"control","Salivary Gland","4C","4",5,16,"4C-4"
78716.867,1999.217,3.133,"control","Salivary Gland","4C","5",5,16,"4C-5"
304045.84,1702.426,14.21,"control","Body","4C","1",5,16,"4C-1"
274559.47,1537.3248,14.21,"control","Body","4C","2",5,16,"4C-2"
309788.09,1734.5785,14.21,"control","Body","4C","3",5,16,"4C-3"
293385.41,1642.7358,14.21,"control","Body","4C","4",5,16,"4C-4"
313031.03,1752.7365,14.21,"control","Body","4C","5",5,16,"4C-5"
4293863.5,109053.68,3.133,"infected","Salivary Gland","3D","1",5,16,"3D-1"
1969686.6,50025.246,3.133,"infected","Salivary Gland","3D","2",5,16,"3D-2"
2171683.8,55155.48,3.133,"infected","Salivary Gland","3D","3",5,16,"3D-3"
1734387,44049.211,3.133,"infected","Salivary Gland","3D","4",5,16,"3D-4"
718283.63,18242.656,3.133,"infected","Salivary Gland","3D","5",5,16,"3D-5"
649403.06,3636.1646,14.21,"infected","Body","3D","1",5,16,"3D-1"
530678.25,2971.3958,14.21,"infected","Body","3D","2",5,16,"3D-2"
654822.81,3666.511,14.21,"infected","Body","3D","3",5,16,"3D-3"
626483.13,3507.8303,14.21,"infected","Body","3D","4",5,16,"3D-4"
1149887.1,6438.4961,14.21,"infected","Body","3D","5",5,16,"3D-5"
340356.19,8644.2188,3.133,"infected","Salivary Gland","4D","1",5,16,"4D-1"
4094634.8,103993.76,3.133,"infected","Salivary Gland","4D","2",5,16,"4D-2"
844596.13,21450.686,3.133,"infected","Salivary Gland","4D","3",5,16,"4D-3"
210050.53,5334.772,3.133,"infected","Salivary Gland","4D","4",5,16,"4D-4"
657257.19,16692.734,3.133,"infected","Salivary Gland","4D","5",5,16,"4D-5"
375049.59,2099.9932,14.21,"infected","Body","4D","1",5,16,"4D-1"
443330,2482.3118,14.21,"infected","Body","4D","2",5,16,"4D-2"
398054.56,2228.8037,14.21,"infected","Body","4D","3",5,16,"4D-3"
393862.06,2205.3289,14.21,"infected","Body","4D","4",5,16,"4D-4"
663669.13,3716.0442,14.21,"infected","Body","4D","5",5,16,"4D-5"
59846.148,1519.9465,3.133,"control","Salivary Gland","3C","1",6,16,"3C-1"
62862.863,1596.5638,3.133,"control","Salivary Gland","3C","2",6,16,"3C-2"
50845.258,1291.3458,3.133,"control","Salivary Gland","3C","3",6,16,"3C-3"
49414.164,1254.9995,3.133,"control","Salivary Gland","3C","4",6,16,"3C-4"
48457.859,1230.7118,3.133,"control","Salivary Gland","3C","5",6,16,"3C-5"
282975.81,1584.45,14.21,"control","Body","3C","1",6,16,"3C-1"
248969.98,1394.0431,14.21,"control","Body","3C","2",6,16,"3C-2"
240732.81,1347.9213,14.21,"control","Body","3C","3",6,16,"3C-3"
266568.63,1492.5823,14.21,"control","Body","3C","4",6,16,"3C-4"
237180.83,1328.0328,14.21,"control","Body","3C","5",6,16,"3C-5"
44957.395,1141.8085,3.133,"control","Salivary Gland","4C","1",6,16,"4C-1"
44943.957,1141.4672,3.133,"control","Salivary Gland","4C","2",6,16,"4C-2"
48406.352,1229.4036,3.133,"control","Salivary Gland","4C","3",6,16,"4C-3"
58708.434,1491.0514,3.133,"control","Salivary Gland","4C","4",6,16,"4C-4"
42265.414,1073.4387,3.133,"control","Salivary Gland","4C","5",6,16,"4C-5"
312395,1749.1752,14.21,"control","Body","4C","1",6,16,"4C-1"
235604.17,1319.2047,14.21,"control","Body","4C","2",6,16,"4C-2"
300054.91,1680.0798,14.21,"control","Body","4C","3",6,16,"4C-3"
295123.34,1652.4668,14.21,"control","Body","4C","4",6,16,"4C-4"
261928.22,1472.5371,14.15,"control","Body","4C","5",6,16,"4C-5"
7528937,191216.69,3.133,"infected","Salivary Gland","3D","1",6,16,"3D-1"
3506585,89058.727,3.133,"infected","Salivary Gland","3D","2",6,16,"3D-2"
3268123,83002.375,3.133,"infected","Salivary Gland","3D","3",6,16,"3D-3"
5126852,130209.55,3.133,"infected","Salivary Gland","3D","4",6,16,"3D-4"
2689273.5,68301.008,3.133,"infected","Salivary Gland","3D","5",6,16,"3D-5"
1760805.3,9859.1738,14.21,"infected","Body","3D","1",6,16,"3D-1"
1176659.1,6588.3989,14.21,"infected","Body","3D","2",6,16,"3D-2"
576974.88,3230.6218,14.21,"infected","Body","3D","3",6,16,"3D-3"
912970.56,5111.9429,14.21,"infected","Body","3D","4",6,16,"3D-4"
1117619.3,6283.1558,14.15,"infected","Body","3D","5",6,16,"3D-5"
989396.31,25128.26,3.133,"infected","Salivary Gland","4D","1",6,16,"4D-1"
4567945.5,116014.7,3.133,"infected","Salivary Gland","4D","2",6,16,"4D-2"
1852211.4,47041.664,3.133,"infected","Salivary Gland","4D","3",6,16,"4D-3"
132762.48,3371.8442,3.133,"infected","Salivary Gland","4D","4",6,16,"4D-4"
493664.63,12537.88,3.133,"infected","Salivary Gland","4D","5",6,16,"4D-5"
382682.09,2142.7295,14.21,"infected","Body","4D","1",6,16,"4D-1"
1645825,9215.3721,14.21,"infected","Body","4D","2",6,16,"4D-2"
341930.59,1914.5521,14.21,"infected","Body","4D","3",6,16,"4D-3"
1367758.3,7658.4092,14.21,"infected","Body","4D","4",6,16,"4D-4"
713625.25,4011.9377,14.15,"infected","Body","4D","5",6,16,"4D-5"
60544.898,1537.693,3.133,"control","Salivary Gland","3C","1",7,16,"3C-1"
54081.457,1373.5375,3.133,"control","Salivary Gland","3C","2",7,16,"3C-2"
45365,1152.1605,3.133,"control","Salivary Gland","3C","3",7,16,"3C-3"
52439.844,1331.8444,3.133,"control","Salivary Gland","3C","4",7,16,"3C-4"
54726.453,1389.9188,3.133,"control","Salivary Gland","3C","5",7,16,"3C-5"
280463.03,1570.3802,14.21,"control","Body","3C","1",7,16,"3C-1"
278142.81,1557.3888,14.21,"control","Body","3C","2",7,16,"3C-2"
275656.88,1543.4695,14.21,"control","Body","3C","3",7,16,"3C-3"
267809.38,1499.5294,14.21,"control","Body","3C","4",7,16,"3C-4"
240535.72,1346.8176,14.21,"control","Body","3C","5",7,16,"3C-5"
60526.977,1537.2379,3.133,"control","Salivary Gland","4C","1",7,16,"4C-1"
76042.813,1931.3024,3.133,"control","Salivary Gland","4C","2",7,16,"4C-2"
73503.125,1866.8005,3.133,"control","Salivary Gland","4C","3",7,16,"4C-3"
74369.844,1888.813,3.133,"control","Salivary Gland","4C","4",7,16,"4C-4"
63433.957,1611.0681,3.133,"control","Salivary Gland","4C","5",7,16,"4C-5"
342226.22,1916.2074,14.21,"control","Body","4C","1",7,16,"4C-1"
371582.69,2080.5813,14.21,"control","Body","4C","2",7,16,"4C-2"
373222.09,2089.7605,14.21,"control","Body","4C","3",7,16,"4C-3"
381947.5,2138.6165,14.21,"control","Body","4C","4",7,16,"4C-4"
371098.94,2086.2852,14.15,"control","Body","4C","5",7,16,"4C-5"
8903282,226121.69,3.133,"infected","Salivary Gland","3D","1",7,16,"3D-1"
7752832.5,196903.08,3.133,"infected","Salivary Gland","3D","2",7,16,"3D-2"
2641709.5,67092.992,3.133,"infected","Salivary Gland","3D","3",7,16,"3D-3"
3961798.3,100620.04,3.133,"infected","Salivary Gland","3D","4",7,16,"3D-4"
2051597.3,52105.574,3.133,"infected","Salivary Gland","3D","5",7,16,"3D-5"
913848.5,5116.8584,14.21,"infected","Body","3D","1",7,16,"3D-1"
1390476.8,7785.6152,14.21,"infected","Body","3D","2",7,16,"3D-2"
603496,3379.1201,14.21,"infected","Body","3D","3",7,16,"3D-3"
808601.56,4527.5552,14.21,"infected","Body","3D","4",7,16,"3D-4"
847771.88,4766.0977,14.15,"infected","Body","3D","5",7,16,"3D-5"
918869.69,23337.055,3.133,"infected","Salivary Gland","4D","1",7,16,"4D-1"
4932176,125265.27,3.133,"infected","Salivary Gland","4D","2",7,16,"4D-2"
2043951.1,51911.383,3.133,"infected","Salivary Gland","4D","3",7,16,"4D-3"
155324.06,3944.8533,3.133,"infected","Salivary Gland","4D","4",7,16,"4D-4"
291898.31,7413.5073,3.133,"infected","Salivary Gland","4D","5",7,16,"4D-5"
1026141.3,5745.6128,14.21,"infected","Body","4D","1",7,16,"4D-1"
893450.38,5002.6445,14.21,"infected","Body","4D","2",7,16,"4D-2"
593901.69,3325.3989,14.21,"infected","Body","4D","3",7,16,"4D-3"
682096.44,3819.2229,14.21,"infected","Body","4D","4",7,16,"4D-4"
1036282,5825.8853,14.15,"infected","Body","4D","5",7,16,"4D-5"
163117.81,4142.7954,3.133,"control","Salivary Gland","3C","1",8,16,"3C-1"
123633.95,3140.0015,3.133,"control","Salivary Gland","3C","2",8,16,"3C-2"
123463.75,3135.6787,3.133,"control","Salivary Gland","3C","3",8,16,"3C-3"
131367.23,3336.4082,3.133,"control","Salivary Gland","3C","4",8,16,"3C-4"
141687.23,3598.511,3.133,"control","Salivary Gland","3C","5",8,16,"3C-5"
639535.44,3580.9133,14.21,"control","Body","3C","1",8,16,"3C-1"
472117.59,2643.5005,14.21,"control","Body","3C","2",8,16,"3C-2"
527103.88,2951.3818,14.21,"control","Body","3C","3",8,16,"3C-3"
649358.25,3635.9138,14.21,"control","Body","3C","4",8,16,"3C-4"
714601.75,4017.4272,14.15,"control","Body","3C","5",8,16,"3C-5"
100369.16,2549.1326,3.133,"control","Salivary Gland","4C","1",8,16,"4C-1"
85693.172,2176.3982,3.133,"control","Salivary Gland","4C","2",8,16,"4C-2"
85755.883,2177.9907,3.133,"control","Salivary Gland","4C","3",8,16,"4C-3"
76611.664,1945.7499,3.133,"control","Salivary Gland","4C","4",8,16,"4C-4"
86689.789,2201.7097,3.133,"control","Salivary Gland","4C","5",8,16,"4C-5"
439137.47,2458.8369,14.21,"control","Body","4C","1",8,16,"4C-1"
429189.25,2403.1345,14.21,"control","Body","4C","2",8,16,"4C-2"
433153.31,2425.3301,14.21,"control","Body","4C","3",8,16,"4C-3"
421202.91,2358.417,14.21,"control","Body","4C","4",8,16,"4C-4"
442926.88,2480.0547,14.21,"control","Body","4C","5",8,16,"4C-5"
13622955,345989.91,3.133,"infected","Salivary Gland","3D","1",8,16,"3D-1"
7361120.5,186954.55,3.133,"infected","Salivary Gland","3D","2",8,16,"3D-2"
2214997,56255.535,3.133,"infected","Salivary Gland","3D","3",8,16,"3D-3"
2735996,69487.633,3.133,"infected","Salivary Gland","3D","4",8,16,"3D-4"
1684209.1,42774.816,3.133,"infected","Salivary Gland","3D","5",8,16,"3D-5"
1109167.1,6210.4946,14.21,"infected","Body","3D","1",8,16,"3D-1"
1087210.1,6087.5527,14.21,"infected","Body","3D","2",8,16,"3D-2"
831306.38,4654.6855,14.21,"infected","Body","3D","3",8,16,"3D-3"
891233.19,4990.23,14.21,"infected","Body","3D","4",8,16,"3D-4"
954635.75,5345.2363,14.21,"infected","Body","3D","5",8,16,"3D-5"
1000356.9,25406.633,3.133,"infected","Salivary Gland","4D","1",8,16,"4D-1"
4465343.5,113408.87,3.133,"infected","Salivary Gland","4D","2",8,16,"4D-2"
1425790.4,36211.605,3.133,"infected","Salivary Gland","4D","3",8,16,"4D-3"
187437.44,4760.4546,3.133,"infected","Salivary Gland","4D","4",8,16,"4D-4"
415173.97,10544.408,3.133,"infected","Salivary Gland","4D","5",8,16,"4D-5"
759604,4253.2061,14.21,"infected","Body","4D","1",8,16,"4D-1"
855270,4788.8633,14.21,"infected","Body","4D","2",8,16,"4D-2"
920271.69,5152.8237,14.21,"infected","Body","4D","3",8,16,"4D-3"
653555.19,3659.4133,14.21,"infected","Body","4D","4",8,16,"4D-4"
834029.81,4669.9346,14.21,"infected","Body","4D","5",8,16,"4D-5"
117228.74,2977.3247,3.133,"control","Salivary Gland","3C","1",9,16,"3C-1"
128664.05,3267.7539,3.133,"control","Salivary Gland","3C","2",9,16,"3C-2"
105676.98,2683.9382,3.133,"control","Salivary Gland","3C","3",9,16,"3C-3"
102261.61,2597.196,3.133,"control","Salivary Gland","3C","4",9,16,"3C-4"
120697.87,3065.4321,3.133,"control","Salivary Gland","3C","5",9,16,"3C-5"
539345.38,3019.9253,14.21,"control","Body","3C","1",9,16,"3C-1"
456870.53,2558.1284,14.21,"control","Body","3C","2",9,16,"3C-2"
467217.38,2616.0632,14.21,"control","Body","3C","3",9,16,"3C-3"
553665.31,3100.106,14.21,"control","Body","3C","4",9,16,"3C-4"
554162.5,3115.4521,14.15,"control","Body","3C","5",9,16,"3C-5"
124222.97,3154.9612,3.133,"control","Salivary Gland","4C","1",9,16,"4C-1"
109181.93,2772.9553,3.133,"control","Salivary Gland","4C","2",9,16,"4C-2"
90595.625,2300.9084,3.133,"control","Salivary Gland","4C","3",9,16,"4C-3"
75012.602,1905.1376,3.133,"control","Salivary Gland","4C","4",9,16,"4C-4"
100452.03,2551.2371,3.133,"control","Salivary Gland","4C","5",9,16,"4C-5"
559653.94,3133.6377,14.21,"control","Body","4C","1",9,16,"4C-1"
554673.13,3105.749,14.21,"control","Body","4C","2",9,16,"4C-2"
540644.38,3027.1985,14.21,"control","Body","4C","3",9,16,"4C-3"
496676.84,2781.0137,14.21,"control","Body","4C","4",9,16,"4C-4"
474984.25,2670.3191,14.15,"control","Body","4C","5",9,16,"4C-5"
17145318,435449.38,3.133,"infected","Salivary Gland","3D","1",9,16,"3D-1"
7758394,197044.33,3.133,"infected","Salivary Gland","3D","2",9,16,"3D-2"
1878249,47702.953,3.133,"infected","Salivary Gland","3D","3",9,16,"3D-3"
2822410.3,71682.352,3.133,"infected","Salivary Gland","3D","4",9,16,"3D-4"
1286450.3,32672.705,3.133,"infected","Salivary Gland","3D","5",9,16,"3D-5"
1077248.5,6031.7749,14.21,"infected","Body","3D","1",9,16,"3D-1"
1558194.6,8724.708,14.21,"infected","Body","3D","2",9,16,"3D-2"
1356600.8,7595.9355,14.21,"infected","Body","3D","3",9,16,"3D-3"
881880.75,4937.8633,14.21,"infected","Body","3D","4",9,16,"3D-4"
1153752.6,6460.1401,14.21,"infected","Body","3D","5",9,16,"3D-5"
1082431,27491.111,3.133,"infected","Salivary Gland","4D","1",9,16,"4D-1"
3085561.3,78365.75,3.133,"infected","Salivary Gland","4D","2",9,16,"4D-2"
2523338.3,64086.656,3.133,"infected","Salivary Gland","4D","3",9,16,"4D-3"
404712.88,10278.722,3.133,"infected","Salivary Gland","4D","4",9,16,"4D-4"
618006.25,15695.856,3.133,"infected","Salivary Gland","4D","5",9,16,"4D-5"
734601.25,4113.21,14.21,"infected","Body","4D","1",9,16,"4D-1"
914081.44,5118.1631,14.21,"infected","Body","4D","2",9,16,"4D-2"
2380318.8,13327.979,14.21,"infected","Body","4D","3",9,16,"4D-3"
730404.25,4106.2676,14.15,"infected","Body","4D","4",9,16,"4D-4"
984484.94,5512.3691,14.21,"infected","Body","4D","5",9,16,"4D-5"
61077.914,1551.2305,3.133,"control","Salivary Gland","3C","1",10,16,"3C-1"
56500.207,1434.9679,3.133,"control","Salivary Gland","3C","2",10,16,"3C-2"
54587.602,1386.3923,3.133,"control","Salivary Gland","3C","3",10,16,"3C-3"
65807.922,1671.361,3.133,"control","Salivary Gland","3C","4",10,16,"3C-4"
21929.998,556.96863,3.133,"control","Salivary Gland","3C","5",10,16,"3C-5"
455047.5,2547.9209,14.21,"control","Body","3C","1",10,16,"3C-1"
405257.06,2269.1323,14.21,"control","Body","3C","2",10,16,"3C-2"
349652.72,1957.79,14.21,"control","Body","3C","3",10,16,"3C-3"
336779.56,1885.7102,14.21,"control","Body","3C","4",10,16,"3C-4"
367166.25,2055.8525,14.21,"control","Body","3C","5",10,16,"3C-5"
85095.203,2161.2112,3.133,"control","Salivary Gland","4C","1",10,16,"4C-1"
68208.75,1732.3362,3.133,"control","Salivary Gland","4C","2",10,16,"4C-2"
59402.707,1508.6842,3.133,"control","Salivary Gland","4C","3",10,16,"4C-3"
50435.414,1280.9368,3.133,"control","Salivary Gland","4C","4",10,16,"4C-4"
36469.371,926.23334,3.133,"control","Salivary Gland","4C","5",10,16,"4C-5"
424024.78,2374.2173,14.21,"control","Body","4C","1",10,16,"4C-1"
377414.59,2113.2356,14.21,"control","Body","4C","2",10,16,"4C-2"
369961.25,2071.5024,14.21,"control","Body","4C","3",10,16,"4C-3"
320851.63,1803.7993,14.15,"control","Body","4C","4",10,16,"4C-4"
311732.09,1752.5299,14.15,"control","Body","4C","5",10,16,"4C-5"
8110579,205988.97,3.133,"infected","Salivary Gland","3D","1",10,16,"3D-1"
5395129,137023.16,3.133,"infected","Salivary Gland","3D","2",10,16,"3D-2"
1809706.4,45962.141,3.133,"infected","Salivary Gland","3D","3",10,16,"3D-3"
2402831,61026.059,3.133,"infected","Salivary Gland","3D","4",10,16,"3D-4"
511124.44,12981.316,3.133,"infected","Salivary Gland","3D","5",10,16,"3D-5"
519269.78,2907.5168,14.21,"infected","Body","3D","1",10,16,"3D-1"
826827.31,4629.606,14.21,"infected","Body","3D","2",10,16,"3D-2"
546126.81,3057.8962,14.21,"infected","Body","3D","3",10,16,"3D-3"
502970.09,2827.6528,14.15,"infected","Body","3D","4",10,16,"3D-4"
516183.63,2901.9382,14.15,"infected","Body","3D","5",10,16,"3D-5"
678643.06,17235.881,3.133,"infected","Salivary Gland","4D","1",10,16,"4D-1"
3115260.3,79120.031,3.133,"infected","Salivary Gland","4D","2",10,16,"4D-2"
